cve,epss,percentile,date
CVE-2025-9789,0.00051,0.15598,2025-11-23
CVE-2025-11031,0.00159,0.37342,2025-11-23
CVE-2025-10779,0.00079,0.23787,2025-11-23
CVE-2025-10769,0.00057,0.17676,2025-11-23
CVE-2025-10083,0.00064,0.19745,2025-11-23
CVE-2025-9923,0.00057,0.17544,2025-11-24
CVE-2025-9801,0.00117,0.3116,2025-11-24
CVE-2025-9800,0.00055,0.1705,2025-11-24
CVE-2025-9796,0.00045,0.13432,2025-11-24
CVE-2025-9794,0.00055,0.17139,2025-11-24
CVE-2025-9789,0.00051,0.15557,2025-11-24
CVE-2025-11031,0.00159,0.37327,2025-11-24
CVE-2025-10779,0.00079,0.23753,2025-11-24
CVE-2025-10769,0.00057,0.17641,2025-11-24
CVE-2025-10083,0.00064,0.19722,2025-11-24
CVE-2025-9923,0.00057,0.17534,2025-11-25
CVE-2025-9801,0.00117,0.31155,2025-11-25
CVE-2025-9800,0.00055,0.17042,2025-11-25
CVE-2025-9796,0.00045,0.13433,2025-11-25
CVE-2025-9794,0.00055,0.1713,2025-11-25
CVE-2025-9789,0.00051,0.1555,2025-11-25
CVE-2025-11031,0.00159,0.37333,2025-11-25
CVE-2025-10779,0.00079,0.23741,2025-11-25
CVE-2025-10769,0.00057,0.17631,2025-11-25
CVE-2025-10083,0.00064,0.19712,2025-11-25
CVE-2025-9923,0.00057,0.1753,2025-11-26
CVE-2025-9801,0.00117,0.31156,2025-11-26
CVE-2025-9800,0.00055,0.17031,2025-11-26
CVE-2025-9796,0.00045,0.13427,2025-11-26
CVE-2025-9794,0.00055,0.17119,2025-11-26
CVE-2025-9789,0.00051,0.15537,2025-11-26
CVE-2025-11031,0.00159,0.37328,2025-11-26
CVE-2025-10779,0.00079,0.23725,2025-11-26
CVE-2025-10769,0.00057,0.17627,2025-11-26
CVE-2025-10083,0.00064,0.19706,2025-11-26
CVE-2025-9923,0.00057,0.17535,2025-11-27
CVE-2025-9801,0.00117,0.31168,2025-11-27
CVE-2025-9800,0.00055,0.17038,2025-11-27
CVE-2025-9796,0.00045,0.13427,2025-11-27
CVE-2025-9794,0.00055,0.17126,2025-11-27
CVE-2025-9789,0.00051,0.15546,2025-11-27
CVE-2025-11031,0.00159,0.37338,2025-11-27
CVE-2025-10779,0.00079,0.23724,2025-11-27
CVE-2025-10769,0.00057,0.17631,2025-11-27
CVE-2025-10083,0.00064,0.19705,2025-11-27
CVE-2025-9923,0.00057,0.17522,2025-11-28
CVE-2025-9801,0.00117,0.31147,2025-11-28
CVE-2025-9800,0.00055,0.17024,2025-11-28
CVE-2025-9796,0.00045,0.13406,2025-11-28
CVE-2025-9794,0.00055,0.1711,2025-11-28
CVE-2025-9789,0.00051,0.1553,2025-11-28
CVE-2025-11031,0.00159,0.37319,2025-11-28
CVE-2025-10779,0.00079,0.23704,2025-11-28
CVE-2025-10769,0.00066,0.20411,2025-11-28
CVE-2025-10083,0.00064,0.1969,2025-11-28
CVE-2025-9923,0.00057,0.17505,2025-11-29
CVE-2025-9801,0.00117,0.31134,2025-11-29
CVE-2025-9800,0.00055,0.17011,2025-11-29
CVE-2025-9796,0.00045,0.1338,2025-11-29
CVE-2025-9794,0.00055,0.17098,2025-11-29
CVE-2025-9789,0.00051,0.15506,2025-11-29
CVE-2025-11031,0.00159,0.37299,2025-11-29
CVE-2025-10779,0.00091,0.26289,2025-11-29
CVE-2025-10769,0.00066,0.20395,2025-11-29
CVE-2025-10083,0.00064,0.19675,2025-11-29
CVE-2025-9923,0.00057,0.17508,2025-11-30
CVE-2025-9801,0.00117,0.31113,2025-11-30
CVE-2025-9800,0.00055,0.17015,2025-11-30
CVE-2025-9796,0.00045,0.13386,2025-11-30
CVE-2025-9794,0.00055,0.17104,2025-11-30
CVE-2025-9789,0.00051,0.15516,2025-11-30
CVE-2025-11031,0.00159,0.37283,2025-11-30
CVE-2025-10779,0.00091,0.26255,2025-11-30
CVE-2025-10769,0.00066,0.20392,2025-11-30
CVE-2025-10083,0.00064,0.19681,2025-11-30
CVE-2025-9923,0.00057,0.17551,2025-12-01
CVE-2025-9801,0.00117,0.3119,2025-12-01
CVE-2025-9800,0.00055,0.17055,2025-12-01
CVE-2025-9796,0.00045,0.13425,2025-12-01
CVE-2025-9794,0.00055,0.17145,2025-12-01
CVE-2025-9789,0.00051,0.15555,2025-12-01
CVE-2025-11031,0.00159,0.37396,2025-12-01
CVE-2025-10779,0.00091,0.263,2025-12-01
CVE-2025-10769,0.00066,0.20431,2025-12-01
CVE-2025-10083,0.00064,0.19726,2025-12-01
CVE-2025-9923,0.00057,0.1756,2025-12-02
CVE-2025-9801,0.00117,0.31218,2025-12-02
CVE-2025-9800,0.00055,0.17064,2025-12-02
CVE-2025-9796,0.00045,0.13444,2025-12-02
CVE-2025-9794,0.00055,0.17154,2025-12-02
CVE-2025-9789,0.00051,0.15565,2025-12-02
CVE-2025-11031,0.00159,0.37407,2025-12-02
CVE-2025-10779,0.00091,0.26323,2025-12-02
CVE-2025-10769,0.00066,0.2045,2025-12-02
CVE-2025-10083,0.00064,0.1975,2025-12-02
CVE-2025-9923,0.00057,0.17569,2025-12-03
CVE-2025-9801,0.00117,0.31225,2025-12-03
CVE-2025-9800,0.00055,0.17076,2025-12-03
CVE-2025-9796,0.00045,0.13465,2025-12-03
CVE-2025-9794,0.00055,0.17167,2025-12-03
CVE-2025-9789,0.00051,0.15591,2025-12-03
CVE-2025-11031,0.00166,0.38263,2025-12-03
CVE-2025-10779,0.00091,0.2633,2025-12-03
CVE-2025-10769,0.00066,0.20462,2025-12-03
CVE-2025-10083,0.00064,0.19766,2025-12-03
CVE-2025-9923,0.00057,0.17531,2025-12-04
CVE-2025-9801,0.00117,0.31128,2025-12-04
CVE-2025-9800,0.00055,0.17037,2025-12-04
CVE-2025-9796,0.00045,0.13436,2025-12-04
CVE-2025-9794,0.00055,0.17128,2025-12-04
CVE-2025-9789,0.00051,0.15552,2025-12-04
CVE-2025-11031,0.00166,0.3813,2025-12-04
CVE-2025-10779,0.00091,0.26266,2025-12-04
CVE-2025-10769,0.00066,0.20419,2025-12-04
CVE-2025-10083,0.00064,0.19722,2025-12-04
CVE-2025-9923,0.00057,0.17583,2025-12-05
CVE-2025-9801,0.00117,0.31167,2025-12-05
CVE-2025-9800,0.00055,0.17082,2025-12-05
CVE-2025-9796,0.00045,0.13508,2025-12-05
CVE-2025-9794,0.00055,0.17172,2025-12-05
CVE-2025-9789,0.00051,0.15625,2025-12-05
CVE-2025-11031,0.00166,0.38164,2025-12-05
CVE-2025-10779,0.00091,0.26303,2025-12-05
CVE-2025-10769,0.00066,0.20467,2025-12-05
CVE-2025-10083,0.00064,0.19769,2025-12-05
CVE-2025-9923,0.00057,0.17588,2025-12-06
CVE-2025-9801,0.00117,0.31166,2025-12-06
CVE-2025-9800,0.00055,0.17086,2025-12-06
CVE-2025-9796,0.00045,0.13524,2025-12-06
CVE-2025-9794,0.00055,0.17177,2025-12-06
CVE-2025-9789,0.00051,0.15638,2025-12-06
CVE-2025-11031,0.00166,0.38161,2025-12-06
CVE-2025-10779,0.00091,0.26307,2025-12-06
CVE-2025-10769,0.00066,0.20469,2025-12-06
CVE-2025-10083,0.00064,0.19773,2025-12-06
CVE-2025-9923,0.00057,0.17572,2025-12-07
CVE-2025-9801,0.00117,0.31139,2025-12-07
CVE-2025-9800,0.00055,0.17075,2025-12-07
CVE-2025-9796,0.00045,0.13506,2025-12-07
CVE-2025-9794,0.00055,0.17162,2025-12-07
CVE-2025-9789,0.00051,0.15621,2025-12-07
CVE-2025-11031,0.00166,0.38138,2025-12-07
CVE-2025-10779,0.00091,0.26275,2025-12-07
CVE-2025-10769,0.00066,0.20452,2025-12-07
CVE-2025-10083,0.00064,0.19763,2025-12-07
CVE-2025-9923,0.00057,0.17584,2025-12-08
CVE-2025-9801,0.00117,0.31155,2025-12-08
CVE-2025-9800,0.00055,0.17088,2025-12-08
CVE-2025-9796,0.00045,0.13519,2025-12-08
CVE-2025-9794,0.00055,0.17175,2025-12-08
CVE-2025-9789,0.00051,0.15635,2025-12-08
CVE-2025-11031,0.00166,0.38152,2025-12-08
CVE-2025-10779,0.00091,0.26275,2025-12-08
CVE-2025-10769,0.00066,0.20471,2025-12-08
CVE-2025-10083,0.00064,0.19783,2025-12-08
CVE-2025-9923,0.00057,0.17652,2025-12-09
CVE-2025-9801,0.00117,0.31208,2025-12-09
CVE-2025-9800,0.00055,0.17154,2025-12-09
CVE-2025-9796,0.00045,0.13579,2025-12-09
CVE-2025-9794,0.00055,0.17239,2025-12-09
CVE-2025-9789,0.00051,0.15689,2025-12-09
CVE-2025-11031,0.00166,0.38194,2025-12-09
CVE-2025-10779,0.00091,0.26325,2025-12-09
CVE-2025-10769,0.00066,0.20537,2025-12-09
CVE-2025-10083,0.00064,0.19851,2025-12-09
CVE-2025-11031,0.00166,0.38253,2025-12-10
CVE-2025-9923,0.00033,0.08564,2025-10-03
CVE-2025-9801,0.00066,0.2088,2025-10-03
CVE-2025-9800,0.00055,0.17353,2025-10-03
CVE-2025-9796,0.00039,0.11121,2025-10-03
CVE-2025-9794,0.00046,0.14102,2025-10-03
CVE-2025-9789,0.00042,0.12682,2025-10-03
CVE-2025-11031,0.00064,0.20233,2025-10-03
CVE-2025-10779,0.00066,0.20877,2025-10-03
CVE-2025-10769,0.00058,0.18141,2025-10-03
CVE-2025-10083,0.00048,0.14576,2025-10-03
CVE-2025-9923,0.00036,0.09697,2025-10-05
CVE-2025-9801,0.00066,0.20782,2025-10-05
CVE-2025-9800,0.00055,0.17268,2025-10-05
CVE-2025-9796,0.00039,0.1108,2025-10-05
CVE-2025-9794,0.00046,0.1405,2025-10-05
CVE-2025-9789,0.00042,0.12632,2025-10-05
CVE-2025-11031,0.00064,0.20152,2025-10-05
CVE-2025-10779,0.00066,0.2078,2025-10-05
CVE-2025-10769,0.00058,0.18053,2025-10-05
CVE-2025-10083,0.00048,0.14524,2025-10-05
CVE-2025-9923,0.00057,0.17714,2025-12-10
CVE-2025-9801,0.00117,0.3127,2025-12-10
CVE-2025-9800,0.00055,0.17217,2025-12-10
CVE-2025-9796,0.00045,0.13647,2025-12-10
CVE-2025-9794,0.00055,0.17301,2025-12-10
CVE-2025-9789,0.00051,0.15751,2025-12-10
CVE-2025-11045,0.01773,0.82148,2025-12-10
CVE-2025-10779,0.00091,0.26397,2025-12-10
CVE-2025-10769,0.00066,0.20605,2025-12-10
CVE-2025-10083,0.00064,0.19921,2025-12-10
